model,slope,intercept,brier,log_loss,input_rows,score_source
lr,0.9881940967391201,-0.01290161887817341,0.13592717745484395,0.4338790554907082,24000,nested OOF
dt,0.9838146565753827,-0.020477276530345145,0.1378191231464981,0.4411147945426416,24000,nested OOF
rf,1.046281623529774,0.04980060381861294,0.1342563286222949,0.429359505146816,24000,nested OOF
xgb,1.0162900718730659,0.01977137503193705,0.13345449437542062,0.42590576842929884,24000,nested OOF
