model,slope,intercept,brier,log_loss,input_rows,score_source
lr,0.9521482978367657,-0.040051600110169484,0.07112573891606327,0.2253495234340445,2520,nested OOF
dt,0.7664887589768801,-0.19461285150877683,0.06672811185924629,0.23908409231646532,2520,nested OOF
rf,1.6868849908560517,0.43105357286886853,0.03445709038060231,0.1216464467893315,2520,nested OOF
xgb,0.9803885191699913,0.15310025165681262,0.03222898598299139,0.11258780255655304,2520,nested OOF
