model_a,model_b,mean_diff,sd_diff,folds_agreeing_in_sign,n_folds,fold_diff_1,fold_diff_2,fold_diff_3,fold_diff_4,fold_diff_5
lr,dt,0.05693715155562788,0.009537582438801791,5,5,0.06545412650907645,0.06464040758691181,0.06125336381561436,0.047782586168724384,0.045555273697812426
lr,rf,-0.014135588468870397,0.005557865835943869,5,5,-0.0072343550676904345,-0.014088196656300567,-0.01069418073435724,-0.017082211891088384,-0.02157899799491536
lr,xgb,-0.013756562303857512,0.004140399813385048,5,5,-0.013771581481467954,-0.01153091331654632,-0.009837654563933595,-0.012982421708279901,-0.020660240449059786
dt,rf,-0.07107274002449829,0.005386052285630108,5,5,-0.07268848157676688,-0.07872860424321237,-0.0719475445499716,-0.06486479805981277,-0.06713427169272779
dt,xgb,-0.07069371385948539,0.007442956885789279,5,5,-0.0792257079905444,-0.07617132090345813,-0.07109101837954795,-0.060765007877004285,-0.06621551414687221
rf,xgb,0.00037902616501288565,0.004090927619369879,4,5,-0.006537226413777519,0.002557283339754246,0.0008565261704236438,0.004099790182808483,0.0009187575458555752
