model_a,model_b,mean_diff,sd_diff,folds_agreeing_in_sign,n_folds,fold_diff_1,fold_diff_2,fold_diff_3,fold_diff_4,fold_diff_5
lr,dt,0.15364356742328783,0.035484341150660896,5,5,0.16920481267829768,0.17642387736906184,0.09960679935778644,0.13666863534651474,0.18631371236477834
lr,rf,0.019183819968270743,0.009757708198338752,5,5,0.011884552750378141,0.03378887614884274,0.023153431478012076,0.017725794703564723,0.009366444760556036
lr,xgb,-0.007042616256983924,0.017855384972333643,3,5,-0.010900960302374973,0.010300147212785049,-0.035872231521383635,0.0029447810627994953,-0.0016848177367455586
dt,rf,-0.13445974745501704,0.038730290605415704,5,5,-0.15732025992791954,-0.1426350012202191,-0.07645336787977436,-0.11894284064295002,-0.1769472676042223
dt,xgb,-0.1606861836802717,0.02507498447724319,5,5,-0.18010577298067265,-0.1661237301562768,-0.13547903087917007,-0.13372385428371525,-0.1879985301015239
rf,xgb,-0.026226436225254668,0.019081456091405928,5,5,-0.022785513052753115,-0.02348872893605769,-0.05902566299939571,-0.014781013640765228,-0.011051262497301595
