dataset,stage,model,scope,metric,value,source_file,seed_applicable,seed,code_version
Default of Credit Card Clients,5,,development EDA,credit_limit_quintile_2_default_rate,0.25923016496465046,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,credit_limit_quintile_3_default_rate,0.19951239333604226,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,credit_limit_quintile_4_default_rate,0.16917808219178082,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,credit_limit_quintile_5_default_rate,0.1307838580181703,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,age_quintile_1_default_rate,0.24240135925995845,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,age_quintile_2_default_rate,0.19757174392935983,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,age_quintile_3_default_rate,0.20108459869848155,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,age_quintile_4_default_rate,0.21740033222591362,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,age_quintile_5_default_rate,0.24352222456288183,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_1_default_rate,0.255,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_2_default_rate,0.1875,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_3_default_rate,0.14666666666666667,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_4_default_rate,0.14125,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_5_default_rate,0.16541666666666666,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_6_default_rate,0.19416666666666665,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_7_default_rate,0.23333333333333334,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_8_default_rate,0.2575,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_9_default_rate,0.2995833333333333,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
Default of Credit Card Clients,5,,development EDA,audit_bill_to_limit_decile_10_default_rate,0.33166666666666667,outputs/eda/eda_findings.md,True,42.0,ccd-workflow-2026-08-24-v1:c3b2a2cd649f4d1c
