threshold,predicted_positive,precision,recall,tp,fp,tn,fn
0.14208657887743809,7546,0.3181818181818182,0.5674781375561333,2401,5145,26792,1830
0.14208302101792986,7547,0.3181396581423082,0.5674781375561333,2401,5146,26791,1830
0.14207284074215484,7548,0.31822999470058294,0.5677144883006382,2402,5146,26791,1829
0.1420570155294118,7549,0.31818783944893364,0.5677144883006382,2402,5147,26790,1829
0.14205408788130888,7550,0.3181456953642384,0.5677144883006382,2402,5148,26789,1829
0.14204113094361204,7551,0.31810356244206067,0.5677144883006382,2402,5149,26788,1829
0.14203116144190325,7552,0.3180614406779661,0.5677144883006382,2402,5150,26787,1829
0.14202833473425983,7553,0.31801933006752287,0.5677144883006382,2402,5151,26786,1829
0.14202695930268525,7554,0.3179772306063013,0.5677144883006382,2402,5152,26785,1829
0.14200506706393207,7555,0.31793514228987424,0.5677144883006382,2402,5153,26784,1829
0.14200387132361164,7556,0.3178930651138168,0.5677144883006382,2402,5154,26783,1829
0.14200231709640404,7557,0.3178509990737065,0.5677144883006382,2402,5155,26782,1829
0.1419991483278993,7558,0.31780894416512306,0.5677144883006382,2402,5156,26781,1829
0.14199631000995733,7559,0.31776690038364863,0.5677144883006382,2402,5157,26780,1829
0.1419934874160343,7560,0.31772486772486774,0.5677144883006382,2402,5158,26779,1829
0.14197986025883716,7561,0.31768284618436715,0.5677144883006382,2402,5159,26778,1829
0.14196460068455538,7562,0.31764083575773605,0.5677144883006382,2402,5160,26777,1829
0.14195628748786362,7563,0.3175988364405659,0.5677144883006382,2402,5161,26776,1829
0.1419448859070745,7564,0.31755684822845054,0.5677144883006382,2402,5162,26775,1829
0.1419281357693528,7565,0.3175148711169861,0.5677144883006382,2402,5163,26774,1829
0.1419120988894945,7566,0.31747290510177106,0.5677144883006382,2402,5164,26773,1829
0.14190181608296806,7567,0.3174309501784062,0.5677144883006382,2402,5165,26772,1829
0.14189086034249201,7568,0.31738900634249473,0.5677144883006382,2402,5166,26771,1829
0.14189053630129778,7569,0.317347073589642,0.5677144883006382,2402,5167,26770,1829
0.1418861020402481,7570,0.3173051519154557,0.5677144883006382,2402,5168,26769,1829
0.14188429844027214,7571,0.3172632413155462,0.5677144883006382,2402,5169,26768,1829
0.1418760090471948,7572,0.31722134178552563,0.5677144883006382,2402,5170,26767,1829
0.14186800656877807,7573,0.31717945332100883,0.5677144883006382,2402,5171,26766,1829
0.14185494673976326,7574,0.3171375759176129,0.5677144883006382,2402,5172,26765,1829
0.14183138485572588,7575,0.31722772277227723,0.567950839045143,2403,5172,26765,1828
0.14182865974506273,7576,0.3171858500527983,0.567950839045143,2403,5173,26764,1828
0.14182225313972058,7577,0.3171439883859047,0.567950839045143,2403,5174,26763,1828
0.14182141785688177,7578,0.3171021377672209,0.567950839045143,2403,5175,26762,1828
0.14182041286756675,7579,0.3170602981923737,0.567950839045143,2403,5176,26761,1828
0.14181409772661127,7580,0.3170184696569921,0.567950839045143,2403,5177,26760,1828
0.14179273915617735,7581,0.31697665215670756,0.567950839045143,2403,5178,26759,1828
0.14178651036566808,7582,0.3169348456871538,0.567950839045143,2403,5179,26758,1828
0.14176486844640543,7583,0.31689305024396675,0.567950839045143,2403,5180,26757,1828
0.14176458351610108,7584,0.3169831223628692,0.5681871897896479,2404,5180,26757,1827
0.1417414941009992,7585,0.31694133157547794,0.5681871897896479,2404,5181,26756,1827
0.1417355485604027,7586,0.31689955180595836,0.5681871897896479,2404,5182,26755,1827
0.14173506723284487,7587,0.3169895874522209,0.5684235405341527,2405,5182,26755,1826
0.1417169562004896,7588,0.3169478123352662,0.5684235405341527,2405,5183,26754,1826
0.14171126514394525,7589,0.31690604822769797,0.5684235405341527,2405,5184,26753,1826
0.14168932037024434,7590,0.3168642951251647,0.5684235405341527,2405,5185,26752,1826
0.1416870360839425,7591,0.3168225530233171,0.5684235405341527,2405,5186,26751,1826
0.1416863940154757,7592,0.3167808219178082,0.5684235405341527,2405,5187,26750,1826
0.1416839486072189,7593,0.31673910180429343,0.5684235405341527,2405,5188,26749,1826
0.1416734865082602,7594,0.31669739267843033,0.5684235405341527,2405,5189,26748,1826
0.14166791418634822,7595,0.3166556945358789,0.5684235405341527,2405,5190,26747,1826
0.1416496926889034,7596,0.3166140073723012,0.5684235405341527,2405,5191,26746,1826
0.14164697432988946,7597,0.31657233118336187,0.5684235405341527,2405,5192,26745,1826
0.1416402373026472,7598,0.31653066596472756,0.5684235405341527,2405,5193,26744,1826
0.1416336872872146,7599,0.3164890117120674,0.5684235405341527,2405,5194,26743,1826
0.14163292700670613,7600,0.31644736842105264,0.5684235405341527,2405,5195,26742,1826
0.14162102288191675,7601,0.31640573608735695,0.5684235405341527,2405,5196,26741,1826
0.1416206963136767,7602,0.31636411470665615,0.5684235405341527,2405,5197,26740,1826
0.1416109393743413,7603,0.31632250427462844,0.5684235405341527,2405,5198,26739,1826
0.14160697469350428,7604,0.31628090478695425,0.5684235405341527,2405,5199,26738,1826
0.14159788072427593,7605,0.3162393162393162,0.5684235405341527,2405,5200,26737,1826
0.14158866024643402,7606,0.3161977386273994,0.5684235405341527,2405,5201,26736,1826
0.14158676636522163,7607,0.316156171946891,0.5684235405341527,2405,5202,26735,1826
0.14156487129356643,7608,0.31624605678233436,0.5686598912786576,2406,5202,26735,1825
0.14155873674941044,7609,0.3162044946773558,0.5686598912786576,2406,5203,26734,1825
