model,pr_auc_mean,pr_auc_sd,pr_auc_fold_1,pr_auc_fold_2,pr_auc_fold_3,pr_auc_fold_4,pr_auc_fold_5,search_score,params_json,complexity_proxies_json,final_fit_search_score,final_fit_params_json
lr,0.4059836179534586,0.007865862057275259,0.40380895135944106,0.40548684919225503,0.3972002836809943,0.4046484835614668,0.41877352197313605,0.4058573312752779,"[{""fold"": 1, ""params"": {""classifier__C"": 0.0745934328572655}}, {""fold"": 2, ""params"": {""classifier__C"": 0.15876781526924}}, {""fold"": 3, ""params"": {""classifier__C"": 0.06789053271698488}}, {""fold"": 4, ""params"": {""classifier__C"": 0.15876781526924}}, {""fold"": 5, ""params"": {""classifier__C"": 0.19069966103000435}}]","[{""fold"": 1, ""nonzero_coefficients"": 42}, {""fold"": 2, ""nonzero_coefficients"": 42}, {""fold"": 3, ""nonzero_coefficients"": 42}, {""fold"": 4, ""nonzero_coefficients"": 42}, {""fold"": 5, ""nonzero_coefficients"": 42}]",0.4069933779338175,"{""classifier__C"": 0.15876781526924}"
dt,0.2792590167778878,0.007416715042931127,0.2697001465425019,0.2810326372635328,0.2748736629034973,0.28133060500920115,0.28935803217070555,0.2831616213859838,"[{""fold"": 1, ""params"": {""classifier__ccp_alpha"": 0.002391884918766034, ""classifier__criterion"": ""entropy"", ""classifier__max_depth"": 4, ""classifier__min_samples_leaf"": 306, ""classifier__min_samples_split"": 104}}, {""fold"": 2, ""params"": {""classifier__ccp_alpha"": 0.003974313630683448, ""classifier__criterion"": ""entropy"", ""classifier__max_depth"": 4, ""classifier__min_samples_leaf"": 188, ""classifier__min_samples_split"": 598}}, {""fold"": 3, ""params"": {""classifier__ccp_alpha"": 0.00046124850082831517, ""classifier__criterion"": ""gini"", ""classifier__max_depth"": 4, ""classifier__min_samples_leaf"": 219, ""classifier__min_samples_split"": 575}}, {""fold"": 4, ""params"": {""classifier__ccp_alpha"": 0.002391884918766034, ""classifier__criterion"": ""entropy"", ""classifier__max_depth"": 4, ""classifier__min_samples_leaf"": 306, ""classifier__min_samples_split"": 104}}, {""fold"": 5, ""params"": {""classifier__ccp_alpha"": 0.002391884918766034, ""classifier__criterion"": ""entropy"", ""classifier__max_depth"": 4, ""classifier__min_samples_leaf"": 306, ""classifier__min_samples_split"": 104}}]","[{""depth"": 4, ""fold"": 1, ""leaves"": 5}, {""depth"": 4, ""fold"": 2, ""leaves"": 5}, {""depth"": 4, ""fold"": 3, ""leaves"": 5}, {""depth"": 4, ""fold"": 4, ""leaves"": 5}, {""depth"": 4, ""fold"": 5, ""leaves"": 5}]",0.2804900032025288,"{""classifier__ccp_alpha"": 0.00046124850082831517, ""classifier__criterion"": ""gini"", ""classifier__max_depth"": 4, ""classifier__min_samples_leaf"": 219, ""classifier__min_samples_split"": 575}"
rf,0.4380946499591614,0.013876503868044168,0.4222600739863906,0.4429230714371034,0.44472710111798813,0.4254048766842635,0.4551581265700617,0.43173263439672427,"[{""fold"": 1, ""params"": {""classifier__max_depth"": 11, ""classifier__max_features"": 0.5, ""classifier__min_samples_leaf"": 22, ""classifier__n_estimators"": 687}}, {""fold"": 2, ""params"": {""classifier__max_depth"": 10, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 12, ""classifier__n_estimators"": 771}}, {""fold"": 3, ""params"": {""classifier__max_depth"": 11, ""classifier__max_features"": 0.5, ""classifier__min_samples_leaf"": 22, ""classifier__n_estimators"": 687}}, {""fold"": 4, ""params"": {""classifier__max_depth"": 11, ""classifier__max_features"": 0.5, ""classifier__min_samples_leaf"": 22, ""classifier__n_estimators"": 687}}, {""fold"": 5, ""params"": {""classifier__max_depth"": 11, ""classifier__max_features"": 0.5, ""classifier__min_samples_leaf"": 22, ""classifier__n_estimators"": 687}}]","[{""fold"": 1, ""max_depth"": 11, ""mean_depth"": 11.0, ""mean_leaves"": 153.3042212518195, ""n_estimators"": 687}, {""fold"": 2, ""max_depth"": 10, ""mean_depth"": 10.0, ""mean_leaves"": 149.8508430609598, ""n_estimators"": 771}, {""fold"": 3, ""max_depth"": 11, ""mean_depth"": 11.0, ""mean_leaves"": 149.04221251819504, ""n_estimators"": 687}, {""fold"": 4, ""max_depth"": 11, ""mean_depth"": 11.0, ""mean_leaves"": 148.47889374090246, ""n_estimators"": 687}, {""fold"": 5, ""max_depth"": 11, ""mean_depth"": 11.0, ""mean_leaves"": 155.68995633187774, ""n_estimators"": 687}]",0.44078355435876526,"{""classifier__max_depth"": 11, ""classifier__max_features"": 0.5, ""classifier__min_samples_leaf"": 22, ""classifier__n_estimators"": 687}"
xgb,0.4516193989760401,0.014863454222308975,0.43134436270514037,0.4622354132024443,0.4601198713348234,0.4402198783280379,0.46417746930975434,0.4475456695260351,"[{""fold"": 1, ""params"": {""classifier__colsample_bytree"": 0.9140703845572055, ""classifier__learning_rate"": 0.019721610970574007, ""classifier__max_depth"": 5, ""classifier__min_child_weight"": 3, ""classifier__n_estimators"": 506, ""classifier__reg_lambda"": 2.2941144328643994, ""classifier__subsample"": 0.7801997007878172}}, {""fold"": 2, ""params"": {""classifier__colsample_bytree"": 0.9140703845572055, ""classifier__learning_rate"": 0.019721610970574007, ""classifier__max_depth"": 5, ""classifier__min_child_weight"": 3, ""classifier__n_estimators"": 506, ""classifier__reg_lambda"": 2.2941144328643994, ""classifier__subsample"": 0.7801997007878172}}, {""fold"": 3, ""params"": {""classifier__colsample_bytree"": 0.9140703845572055, ""classifier__learning_rate"": 0.019721610970574007, ""classifier__max_depth"": 5, ""classifier__min_child_weight"": 3, ""classifier__n_estimators"": 506, ""classifier__reg_lambda"": 2.2941144328643994, ""classifier__subsample"": 0.7801997007878172}}, {""fold"": 4, ""params"": {""classifier__colsample_bytree"": 0.9140703845572055, ""classifier__learning_rate"": 0.019721610970574007, ""classifier__max_depth"": 5, ""classifier__min_child_weight"": 3, ""classifier__n_estimators"": 506, ""classifier__reg_lambda"": 2.2941144328643994, ""classifier__subsample"": 0.7801997007878172}}, {""fold"": 5, ""params"": {""classifier__colsample_bytree"": 0.9140703845572055, ""classifier__learning_rate"": 0.019721610970574007, ""classifier__max_depth"": 5, ""classifier__min_child_weight"": 3, ""classifier__n_estimators"": 506, ""classifier__reg_lambda"": 2.2941144328643994, ""classifier__subsample"": 0.7801997007878172}}]","[{""fold"": 1, ""max_depth"": 5, ""n_estimators"": 506}, {""fold"": 2, ""max_depth"": 5, ""n_estimators"": 506}, {""fold"": 3, ""max_depth"": 5, ""n_estimators"": 506}, {""fold"": 4, ""max_depth"": 5, ""n_estimators"": 506}, {""fold"": 5, ""max_depth"": 5, ""n_estimators"": 506}]",0.4567386895285546,"{""classifier__colsample_bytree"": 0.7799016533479063, ""classifier__learning_rate"": 0.03834288724218001, ""classifier__max_depth"": 5, ""classifier__min_child_weight"": 14, ""classifier__n_estimators"": 550, ""classifier__reg_lambda"": 6.978281265126034, ""classifier__subsample"": 0.6353970008207678}"
