dataset,stage,model,scope,metric,value,source_file,seed_applicable,seed,code_version
Iranian Churn,11,xgb,nested OOF development,slope,0.9803885191699913,outputs/modelling/calibration.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,11,xgb,nested OOF development,intercept,0.15310025165681262,outputs/modelling/calibration.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,11,xgb,nested OOF development,brier,0.03222898598299139,outputs/modelling/calibration.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,11,xgb,nested OOF development,log_loss,0.11258780255655304,outputs/modelling/calibration.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,floor_value,0.8,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,threshold,0.2632735665445506,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,floor_attained,1.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,predicted_positive,553.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,precision,0.5732368896925859,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,recall,0.8005050505050505,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,tp,317.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,fp,236.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,tn,1888.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,fn,79.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,precision_at_050,0.7729257641921398,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,recall_at_050,0.44696969696969696,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,predicted_positive_at_050,229.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,lr,nested OOF development,selection_input_rows,2520.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,floor_value,0.8,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,threshold,0.3150684931506849,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,floor_attained,1.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,predicted_positive,573.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,precision,0.5759162303664922,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,recall,0.8333333333333334,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,tp,330.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,fp,243.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,tn,1881.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,fn,66.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,precision_at_050,0.7131367292225201,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,recall_at_050,0.6717171717171717,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,predicted_positive_at_050,373.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,dt,nested OOF development,selection_input_rows,2520.0,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
Iranian Churn,12,rf,nested OOF development,floor_value,0.8,outputs/modelling/thresholds_selected.csv,True,42,iranian-churn-workflow-2026-08-25-v1:5a56e73ff4c0b718
