model,slope,intercept,brier,log_loss,input_rows,score_source
lr,0.9595366307420369,-0.03861823089659559,0.1609901857651683,0.488606871728591,800,nested OOF
dt,0.43766762067339854,-0.3860111744121914,0.18681006707012188,0.5933159404801783,800,nested OOF
rf,1.3883811774754982,0.2350234039360641,0.16866251308360675,0.5073559396000552,800,nested OOF
xgb,0.723084272240575,-0.1948613533369473,0.167700233974233,0.5107591528419227,800,nested OOF
